Date,Time,Visitors in Blue Lagoon,Visitors in Machu Picchu,Visitors in Taj Mahal,Visitors in Doge's Palace,Visitors in Louvre Museum,Average Age - Blue Lagoon,Average Age - Machu Picchu,Average Age - Taj Mahal,Average Age - Doge's Palace,Average Age - Louvre Museum
2022-12-13,8:00,4756,2530,39166,4711,0,23,26,31,20,0
2022-12-13,10:00,4096,2997,60867,5524,0,32,25,33,20,0
2022-12-13,12:00,3696,3448,68623,3854,0,24,27,24,20,0
2022-12-13,14:00,4586,3104,44044,5154,0,33,30,34,20,0
2022-12-13,16:00,4595,3664,33469,5932,0,30,24,32,40,0
2022-12-13,18:00,4254,3670,34256,5542,0,27,35,34,40,0
2022-12-14,8:00,4659,3493,38720,5924,27881,29,29,33,20,47
2022-12-14,10:00,3902,3553,29169,5792,26073,26,32,27,19,36
2022-12-14,12:00,4037,3793,60830,5684,29863,35,27,25,24,50
2022-12-14,14:00,3925,3701,61651,5801,27436,25,27,34,21,45
2022-12-14,16:00,4255,3091,37518,3630,23708,31,30,28,42,53
2022-12-14,18:00,3385,3303,41258,5851,26186,22,23,23,43,50
2022-12-15,8:00,3472,3283,44184,3516,21709,30,33,28,21,41
2022-12-15,10:00,4473,2864,29019,3597,27860,27,31,26,23,32
2022-12-15,12:00,4200,3385,38028,4547,29953,29,31,28,23,53
2022-12-15,14:00,4986,3048,61283,5552,27692,24,31,30,20,43
2022-12-15,16:00,3478,3741,60659,5583,29235,35,26,24,43,31
2022-12-15,18:00,4282,3726,29733,5533,29654,22,26,26,32,28
2022-12-16,8:00,4625,3631,44230,5575,28127,33,33,32,19,31
2022-12-16,10:00,4817,3492,42472,5852,28034,24,34,23,24,49
2022-12-16,12:00,4789,3735,40889,5143,27245,29,24,33,22,41
2022-12-16,14:00,4982,3113,31471,4115,20125,29,34,30,22,32
2022-12-16,16:00,4210,2911,69028,5696,21199,33,25,28,45,39
2022-12-16,18:00,4124,3631,65624,5733,26092,23,35,28,44,46
2022-12-17,8:00,4979,3177,36329,5994,22711,25,33,32,21,43
2022-12-17,10:00,4333,2658,30097,4455,26999,31,27,28,20,31
2022-12-17,12:00,3179,3213,42082,5797,29182,27,30,30,25,53
2022-12-17,14:00,4034,2872,41930,4175,29065,22,28,30,24,49
2022-12-17,16:00,4198,3624,38077,5551,26858,23,34,34,31,32
2022-12-17,18:00,3884,3472,66397,5642,27521,26,29,23,39,27
2022-12-18,8:00,4020,3648,62757,5929,28132,25,24,34,22,33
2022-12-18,10:00,3712,3490,33017,5906,27899,34,25,24,20,44
2022-12-18,12:00,4617,3615,44370,4444,22477,24,23,30,22,35
2022-12-18,14:00,3027,3740,35999,4651,28182,25,23,32,22,52
2022-12-18,16:00,4694,3446,38195,4366,25502,29,25,29,36,45
2022-12-18,18:00,3727,3316,30096,5228,25760,29,23,27,41,40
2022-12-19,8:00,3695,3438,68895,5862,25582,32,30,33,24,39
2022-12-19,10:00,3230,3419,66404,5629,22498,35,32,23,20,40
2022-12-19,12:00,3361,3339,38595,5518,22565,34,30,29,29,42
2022-12-19,14:00,3904,3226,43941,5545,22125,26,30,29,25,53
2022-12-19,16:00,3521,3620,43078,5991,28893,25,33,30,30,37
2022-12-19,18:00,5001,3788,33105,5963,26694,27,33,29,39,30
2022-12-20,8:00,4045,3441,30839,5514,0,35,27,32,28,0
2022-12-20,10:00,4343,3534,63384,5733,0,24,25,26,29,0
2022-12-20,12:00,4026,3441,60685,5822,0,26,35,30,26,0
2022-12-20,14:00,4919,3175,42139,4931,0,26,30,26,27,0
2022-12-20,16:00,3703,3372,35531,3226,0,24,34,31,41,0
2022-12-20,18:00,3520,3482,32283,4694,0,29,35,31,43,0
2022-12-21,8:00,3883,2557,35736,3292,21742,25,32,30,20,30
2022-12-21,10:00,4755,3313,35710,5864,25709,29,25,34,22,49
2022-12-21,12:00,3781,3333,61619,5808,25999,28,32,31,29,33
2022-12-21,14:00,4743,3736,66868,3251,28451,26,25,29,23,40
2022-12-21,16:00,4257,3472,43261,5818,29638,34,33,30,45,52
2022-12-21,18:00,4335,3772,29431,5956,26706,30,29,31,44,47
2022-12-22,8:00,4290,3528,37067,5680,26303,34,25,33,20,49
2022-12-22,10:00,4357,3486,32713,5556,27490,22,30,25,19,38
2022-12-22,12:00,5113,3729,37557,3846,27975,22,26,30,22,29
2022-12-22,14:00,4995,2925,69435,5872,28160,35,25,25,21,36
2022-12-22,16:00,4843,3324,64998,5161,26883,26,33,31,32,53
2022-12-22,18:00,3953,2566,28162,4483,25129,28,30,28,36,34
2022-12-23,8:00,4646,2505,29974,5444,22397,34,23,26,22,29
2022-12-23,10:00,2823,3513,36461,5892,24403,34,31,29,30,48
2022-12-23,12:00,4439,2825,30014,5502,26577,34,29,26,29,38
2022-12-23,14:00,3254,3064,37833,5224,26801,34,28,29,21,43
2022-12-23,16:00,4249,3465,67896,5719,26163,22,30,26,35,33
2022-12-23,18:00,4904,3713,60204,5835,29310,26,27,26,38,53
2022-12-24,8:00,4403,3481,44965,5540,29388,22,32,33,19,40
2022-12-24,10:00,3926,3486,37032,5977,21466,28,25,25,19,38
2022-12-24,12:00,4569,3401,33347,4478,26995,29,28,32,23,43
2022-12-24,14:00,3385,2703,30643,3713,26161,31,32,31,19,32
2022-12-24,16:00,3694,3161,36017,5229,21877,27,31,29,45,54
2022-12-24,18:00,4235,3304,62297,5694,28103,32,23,30,38,29
2022-12-25,8:00,4864,3603,60874,3441,23264,29,29,32,26,30
2022-12-25,10:00,3633,2602,33560,5396,21348,28,31,24,23,38
2022-12-25,12:00,3407,3035,43892,4933,28125,35,31,29,20,34
2022-12-25,14:00,2932,3567,42531,5867,28353,25,29,30,25,34
2022-12-25,16:00,4562,3611,32000,5952,27803,22,27,29,42,54
2022-12-25,18:00,4819,3464,42289,5892,28251,27,28,23,40,54
2022-12-26,8:00,4885,3608,60671,5711,28900,25,33,27,27,43
2022-12-26,10:00,4905,3650,67927,5655,29194,34,32,33,28,34
2022-12-26,12:00,3968,3784,43562,3793,27593,22,23,24,25,34
2022-12-26,14:00,4326,2616,29171,5378,20438,35,23,23,29,37
2022-12-26,16:00,3222,3677,39918,5859,28018,30,23,30,31,51
2022-12-26,18:00,4232,2604,37135,3455,26590,22,24,32,37,46
2022-12-27,8:00,4780,2994,34342,4702,0,33,24,29,26,0
2022-12-27,10:00,3443,3270,61449,5548,0,27,25,23,28,0
2022-12-27,12:00,3981,3245,62539,5310,0,32,26,24,19,0
2022-12-27,14:00,3823,3322,31959,4534,0,23,29,31,27,0
2022-12-27,16:00,3766,3730,41183,5906,0,24,29,28,37,0
2022-12-27,18:00,5016,3615,33432,5789,0,24,34,31,43,0
2022-12-28,8:00,4126,3700,29753,5604,29817,22,33,25,20,33
2022-12-28,10:00,3636,3732,38123,5604,26821,34,28,27,19,54
2022-12-28,12:00,3777,3423,66588,5824,27070,32,31,24,30,35
2022-12-28,14:00,3838,3710,68616,5262,24600,30,23,28,19,54
2022-12-28,16:00,4852,2957,34304,4910,28306,27,23,34,37,28
2022-12-28,18:00,4051,3046,35345,3458,25320,34,25,31,44,41
2022-12-29,8:00,2871,3735,43352,3922,29631,24,28,33,23,43
2022-12-29,10:00,3551,3039,28597,4482,29982,24,32,28,26,48
2022-12-29,12:00,3822,2983,30336,3813,20994,26,26,30,27,27
2022-12-29,14:00,4372,3475,69879,5759,26222,31,27,33,19,49
2022-12-29,16:00,4920,3415,60572,5843,26635,27,24,34,36,29
2022-12-29,18:00,3704,3458,35521,5658,27972,23,28,31,45,29
2022-12-30,8:00,3820,3642,34171,5544,20225,29,27,25,22,38
2022-12-30,10:00,4462,3606,41992,5942,29574,26,34,32,27,49
2022-12-30,12:00,4997,3799,39861,4012,26671,28,25,23,21,39
2022-12-30,14:00,3717,2770,40464,4986,20957,35,23,28,29,53
2022-12-30,16:00,4483,3260,64624,5830,28287,34,23,24,39,39
2022-12-30,18:00,3498,3314,61633,5412,22154,27,24,28,31,53
2022-12-31,8:00,4060,3079,40485,4416,20631,35,30,33,24,32
2022-12-31,10:00,3241,2798,38849,4744,25609,30,31,30,29,41
2022-12-31,12:00,3570,3682,31648,4597,29893,33,28,30,30,53
2022-12-31,14:00,4096,2896,43177,3586,27949,32,34,26,30,46
2022-12-31,16:00,3691,3793,41140,5994,26697,25,34,30,36,48
2022-12-31,18:00,5062,3474,61537,5781,26031,22,22,30,39,36
2023-01-01,8:00,4670,3502,63137,5680,29564,35,22,32,26,37
2023-01-01,10:00,3684,3696,28097,5914,28113,32,26,32,20,39
2023-01-01,12:00,4681,3577,39407,5017,27733,27,24,30,20,47
2023-01-01,14:00,3790,3414,40722,5014,24874,28,28,30,21,51
2023-01-01,16:00,3910,3466,40924,5575,25562,28,33,33,45,29
2023-01-01,18:00,3408,2814,31750,4715,28740,30,22,27,41,49
2023-01-02,8:00,4471,2538,68535,5716,22248,33,26,24,30,42
2023-01-02,10:00,4434,3458,68174,3519,26192,28,26,31,20,47
2023-01-02,12:00,3238,3215,32666,3598,29895,29,35,33,28,42
2023-01-02,14:00,4475,2506,44009,5114,29674,31,27,29,29,53
2023-01-02,16:00,3725,3448,44994,5604,28310,29,28,32,34,51
2023-01-02,18:00,4361,3425,29727,5683,27156,34,30,26,44,48
2023-01-03,8:00,5036,3560,29854,5829,0,34,28,31,25,0
2023-01-03,10:00,4545,3756,65055,5647,0,29,33,34,28,0
2023-01-03,12:00,5069,3575,62324,5846,0,24,22,25,26,0
2023-01-03,14:00,3251,3090,40819,4020,0,34,34,31,30,0
2023-01-03,16:00,3573,2501,37369,5172,0,32,34,30,38,0
2023-01-03,18:00,3730,3654,37283,5888,0,28,32,31,45,0
2023-01-04,8:00,3355,3427,41171,4993,22248,29,31,25,28,52
2023-01-04,10:00,4765,3143,33774,5561,29136,30,26,24,30,42
2023-01-04,12:00,4313,2775,66519,5646,23285,33,23,23,23,40
2023-01-04,14:00,3878,3697,61749,3661,28855,32,32,32,19,33
2023-01-04,16:00,3550,3516,42939,5571,27330,25,23,32,37,45
2023-01-04,18:00,3668,3563,28781,5985,25336,32,27,29,43,46
2023-01-05,8:00,4786,3687,44282,5639,28003,22,27,28,23,44
2023-01-05,10:00,4865,3427,34823,5909,29615,29,31,24,27,45
2023-01-05,12:00,5118,3732,35193,5274,28607,32,22,29,28,37
2023-01-05,14:00,4606,2500,64976,5528,29979,25,32,33,22,27
2023-01-05,16:00,4275,3387,62113,3470,23672,29,27,28,45,27
2023-01-05,18:00,3853,2555,44280,5933,27458,26,35,26,45,47
2023-01-06,8:00,3262,3046,41565,5748,23664,23,32,27,22,53
2023-01-06,10:00,3308,3311,38183,3584,22155,27,27,32,25,40
2023-01-06,12:00,3491,3297,37203,3259,23479,26,28,24,20,38
2023-01-06,14:00,4314,2809,43795,4330,28599,23,34,27,20,43
2023-01-06,16:00,4887,3435,66744,5719,29020,35,31,29,35,47
2023-01-06,18:00,5047,3616,62426,5940,26051,33,29,29,39,49
2023-01-07,8:00,4420,3479,41489,5758,28159,35,32,33,26,34
2023-01-07,10:00,4988,3713,33546,5870,27824,28,35,23,29,47
2023-01-07,12:00,3749,3482,34852,5811,26294,35,31,31,22,44
2023-01-07,14:00,4494,3076,30551,4795,23651,32,29,25,24,46
2023-01-07,16:00,4080,2824,34411,5793,27356,30,27,30,38,51
2023-01-07,18:00,4804,3139,60007,5595,22112,32,32,28,42,43
2023-01-08,8:00,4339,3506,68087,4188,25765,23,22,25,20,43
2023-01-08,10:00,3903,3033,28475,4312,21354,25,29,26,23,34
2023-01-08,12:00,3715,3227,38403,5145,28532,26,22,33,30,33
2023-01-08,14:00,2829,3308,35239,5478,27524,31,25,31,19,32
2023-01-08,16:00,4366,3771,34710,5955,29754,34,35,33,44,34
2023-01-08,18:00,3925,3756,36078,5774,26209,22,32,25,44,27
2023-01-09,8:00,4548,3580,66063,5745,29879,32,30,27,29,41
2023-01-09,10:00,3615,3755,62285,5610,28136,34,30,29,28,48
2023-01-09,12:00,3710,3563,33223,3433,29750,34,33,27,23,35
2023-01-09,14:00,4071,2567,41521,5664,24394,25,30,34,28,28
2023-01-09,16:00,3512,3491,42889,5925,26171,22,29,27,42,51
2023-01-09,18:00,3306,3191,34971,4351,20237,34,34,34,35,52
2023-01-10,8:00,3578,2680,39531,4460,0,35,31,25,20,0
2023-01-10,10:00,3361,2965,62822,5993,0,31,23,32,22,0
2023-01-10,12:00,3482,3633,64943,4002,0,35,29,33,30,0
2023-01-10,14:00,3468,2963,34530,5866,0,32,33,24,25,0
2023-01-10,16:00,3683,3568,39116,5627,0,22,34,27,30,0
2023-01-10,18:00,4266,3421,28258,5694,0,31,24,33,40,0
2023-01-11,8:00,4696,3465,28282,5838,26790,29,31,27,23,51
2023-01-11,10:00,4820,3420,41937,5893,29540,25,31,25,19,34
2023-01-11,12:00,4866,3499,61898,5974,28639,28,35,23,19,38
2023-01-11,14:00,3797,3583,64135,3854,29327,32,34,29,20,39
2023-01-11,16:00,3998,3311,34629,5642,27257,22,28,29,40,50
2023-01-11,18:00,4482,3114,39168,3310,29021,28,24,32,42,28
2023-01-12,8:00,3597,3758,28612,3289,20149,27,35,30,24,48
2023-01-12,10:00,4372,2538,42203,3962,21624,24,28,27,25,50
2023-01-12,12:00,3589,2784,30307,4503,27661,29,30,24,25,36
2023-01-12,14:00,3615,3321,67133,5832,28574,26,22,26,21,54
2023-01-12,16:00,3625,3489,66509,5723,26332,35,30,30,34,44
2023-01-12,18:00,4596,3484,33906,5600,29433,33,31,23,42,35
2023-01-13,8:00,4840,3672,30591,5631,26685,35,28,30,28,43
2023-01-13,10:00,4466,3735,43149,5512,26173,23,25,30,20,34
2023-01-13,12:00,3685,3587,40150,5704,29673,33,32,33,26,39
2023-01-13,14:00,4439,3170,35183,4664,22108,31,24,32,19,35
2023-01-13,16:00,3622,2742,65248,5996,23947,24,23,29,40,53
2023-01-13,18:00,4543,3272,68766,3297,27899,27,34,34,40,42
2023-01-14,8:00,3317,2978,38102,4343,24914,25,24,25,19,36
2023-01-14,10:00,4158,3473,29283,3492,20569,26,33,28,24,32
2023-01-14,12:00,3681,3760,28923,5039,26667,35,34,31,24,54
2023-01-14,14:00,4191,2600,29125,4934,28263,25,27,34,29,38
2023-01-14,16:00,3614,3401,29529,5500,27612,27,35,26,31,46
2023-01-14,18:00,4198,3643,69786,5559,29815,28,32,28,32,27
2023-01-15,8:00,3639,3575,68438,5749,26623,25,35,31,23,31
2023-01-15,10:00,4784,3637,44154,5639,26577,24,23,29,27,40
2023-01-15,12:00,4302,3797,36004,5396,25415,27,32,32,20,47
2023-01-15,14:00,3336,3258,37752,5291,20422,28,31,32,24,31
2023-01-15,16:00,3619,3364,38592,5106,22763,24,34,27,35,43
2023-01-15,18:00,3863,2598,31864,4921,21229,34,35,28,44,53
2023-01-16,8:00,3294,3453,67833,5607,23176,23,26,30,27,41
2023-01-16,10:00,4665,3694,66788,4267,28945,24,22,32,28,28
2023-01-16,12:00,4781,3446,28226,5409,20687,31,27,24,23,47
2023-01-16,14:00,4172,3479,43036,5016,25444,29,23,27,29,49
2023-01-16,16:00,3449,3401,39739,5752,26722,32,24,34,35,38
2023-01-16,18:00,5089,3642,44648,5631,27566,29,24,26,38,42
2023-01-17,8:00,3887,3696,37587,5947,0,24,30,32,26,0
2023-01-17,10:00,4011,3610,60645,5871,0,29,26,29,28,0
2023-01-17,12:00,3999,3522,67544,5110,0,29,32,32,21,0
2023-01-17,14:00,3727,2728,41675,5721,0,34,28,31,22,0
2023-01-17,16:00,4241,3093,38964,4879,0,34,27,27,41,0
2023-01-17,18:00,2935,3587,44087,4332,0,30,31,34,45,0
2023-01-18,8:00,4687,2639,41537,5953,28626,34,26,30,20,45
2023-01-18,10:00,3958,3040,41269,4258,20483,26,34,25,25,33
2023-01-18,12:00,4471,2890,69346,5966,21533,34,23,29,24,54
2023-01-18,14:00,4042,3469,60587,5125,26169,25,22,25,23,46
2023-01-18,16:00,3909,3646,40763,5774,27020,34,30,33,45,49
2023-01-18,18:00,4624,3411,37177,5686,27076,22,28,24,43,49
2023-01-19,8:00,3980,3754,32079,5936,28997,33,30,33,24,38
2023-01-19,10:00,4108,3788,31348,5999,26868,35,31,26,20,43
2023-01-19,12:00,5083,3736,38785,5490,28370,30,23,23,28,49
2023-01-19,14:00,4728,3005,66450,5763,20847,25,34,24,28,43
2023-01-19,16:00,4005,3305,65433,5197,28887,25,28,25,35,46
2023-01-19,18:00,3675,2531,29098,3721,23346,29,23,34,33,29
2023-01-20,8:00,4780,2573,35096,4764,24916,35,29,33,29,52
2023-01-20,10:00,3753,3370,39439,3982,24013,27,25,23,22,49
2023-01-20,12:00,4048,3348,37087,3734,28078,31,23,31,21,32
2023-01-20,14:00,4096,2568,44021,3409,26031,26,35,24,22,36
2023-01-20,16:00,3231,3700,66416,5545,26176,35,28,30,39,54
2023-01-20,18:00,3717,3761,66980,5966,28964,27,31,32,30,54
2023-01-21,8:00,4807,3536,39101,5527,28112,27,33,30,30,28
2023-01-21,10:00,3790,3499,35950,5525,26334,29,35,27,23,48
2023-01-21,12:00,3673,3545,37122,3374,29781,26,31,29,28,46
2023-01-21,14:00,3822,2508,40576,4739,26170,34,32,31,19,46
2023-01-21,16:00,4326,3073,29089,4534,27830,35,32,33,35,38
2023-01-21,18:00,4070,3196,64578,5821,29694,24,25,26,37,27
2023-01-22,8:00,3785,3228,69127,4802,22315,29,26,31,28,52
2023-01-22,10:00,3619,3392,38487,4358,20065,23,24,28,22,36
2023-01-22,12:00,3672,2613,28155,3254,21614,32,25,30,25,46
2023-01-22,14:00,2913,3661,29958,4766,26132,23,30,24,30,27
2023-01-22,16:00,4602,3542,38693,5573,27928,35,29,33,42,32
2023-01-22,18:00,4936,3789,34344,5518,26915,35,31,33,37,45
2023-01-23,8:00,3929,3519,65779,5655,29437,27,29,24,30,42
2023-01-23,10:00,3938,3569,66144,5836,28129,24,31,30,20,50
2023-01-23,12:00,3837,3556,31830,5915,27916,28,34,34,24,41
2023-01-23,14:00,4396,2834,37046,5394,28133,22,26,23,23,38
2023-01-23,16:00,2878,3459,37794,4708,25447,31,22,26,36,31
2023-01-23,18:00,3663,2581,28441,5846,20584,24,22,27,41,52
2023-01-24,8:00,3804,3253,42478,5267,0,27,33,28,29,0
2023-01-24,10:00,4724,2940,67358,5768,0,25,23,29,30,0
2023-01-24,12:00,3761,3371,64628,3532,0,30,26,24,25,0
2023-01-24,14:00,3484,2730,34370,4778,0,30,23,30,23,0
2023-01-24,16:00,3422,3607,37528,5894,0,29,28,25,35,0
2023-01-24,18:00,4192,3474,39565,5931,0,26,22,23,36,0
2023-01-25,8:00,4889,3669,36179,5898,27748,35,35,31,24,28
2023-01-25,10:00,3972,3786,44013,5900,28180,35,34,28,27,41
2023-01-25,12:00,4856,3513,66115,5937,29574,23,28,34,21,30
2023-01-25,14:00,4110,3261,60459,4529,22204,33,31,26,27,51
2023-01-25,16:00,4027,3373,28392,5275,21892,23,29,28,43,50
2023-01-25,18:00,3435,2819,40130,5714,22711,24,24,30,34,30
2023-01-26,8:00,3470,3301,38449,5110,27018,32,27,24,26,53
2023-01-26,10:00,4027,2928,35418,3300,23093,35,33,25,23,47
2023-01-26,12:00,3962,3373,30454,3750,20973,27,29,27,26,31
2023-01-26,14:00,4537,3221,69658,5789,28642,25,24,26,21,54
2023-01-26,16:00,3579,3654,63674,5852,27442,24,35,29,39,52
2023-01-26,18:00,4393,3419,43223,5799,28519,35,30,25,35,29
2023-01-27,8:00,4213,3457,34701,5669,27686,33,24,29,22,51
2023-01-27,10:00,4162,3511,30597,5795,26233,29,33,33,29,50
2023-01-27,12:00,4019,3712,28141,3552,28619,25,32,23,23,30
2023-01-27,14:00,3251,3497,30659,4218,21477,28,33,26,26,41
2023-01-27,16:00,4944,2960,64596,5655,25689,23,29,34,45,43
2023-01-27,18:00,4018,3661,69031,4297,28962,35,25,30,39,49
2023-01-28,8:00,4866,3364,43037,5702,27329,25,22,34,29,40
2023-01-28,10:00,4732,2591,41970,5959,24296,22,30,30,23,27
2023-01-28,12:00,3004,3251,33661,4179,26444,27,28,29,23,43
2023-01-28,14:00,4200,3304,34142,4555,26305,35,25,29,22,48
2023-01-28,16:00,3930,3407,40109,5726,26001,34,28,23,31,31
2023-01-28,18:00,3856,3699,65626,5964,26270,28,27,31,43,53
2023-01-29,8:00,3784,3497,68787,5847,26420,34,26,29,28,40
2023-01-29,10:00,3744,3635,38096,5732,29214,24,33,26,29,53
2023-01-29,12:00,4637,3788,36472,5001,29419,29,23,26,24,54
2023-01-29,14:00,3045,3573,44807,5349,26843,33,26,31,22,49
2023-01-29,16:00,3386,3080,32249,4152,29055,22,35,29,43,28
2023-01-29,18:00,4560,3426,42949,3680,25972,34,31,33,45,45
2023-01-30,8:00,4482,3056,61750,5713,27903,22,30,24,22,41
2023-01-30,10:00,4065,3433,64757,3307,25105,35,22,24,20,42
2023-01-30,12:00,3239,2531,32088,4172,27702,29,34,29,30,43
2023-01-30,14:00,3800,2788,43282,4826,23706,34,35,25,23,51
2023-01-30,16:00,3761,3525,37641,5691,28914,31,31,29,38,42
2023-01-30,18:00,5041,3466,33075,5834,27060,23,32,25,31,45
2023-01-31,8:00,4585,3429,38412,5585,0,22,25,25,26,0
2023-01-31,10:00,4974,3513,67230,5721,0,32,29,31,29,0
2023-01-31,12:00,3608,3603,61531,4074,0,25,35,28,21,0
2023-01-31,14:00,3549,2528,41074,4647,0,32,23,34,29,0
2023-01-31,16:00,3283,3142,32493,5611,0,23,23,27,36,0
2023-01-31,18:00,3332,3673,29460,5307,0,35,24,25,44,0
2023-02-01,8:00,4188,3196,42140,4473,25716,24,35,28,25,31
2023-02-01,10:00,3557,2752,38704,3759,22235,25,26,25,28,32
2023-02-01,12:00,3577,3297,60285,5616,22799,27,33,29,26,52
2023-02-01,14:00,3371,3585,60264,4073,28917,26,26,27,26,32
2023-02-01,16:00,4248,3461,34816,5902,27511,24,32,27,45,54
2023-02-01,18:00,3992,3402,39639,5955,20690,35,25,28,40,33
2023-02-02,8:00,4726,3467,42424,5986,27377,29,25,29,25,42
2023-02-02,10:00,4301,3424,41965,5532,26018,25,27,26,24,53
2023-02-02,12:00,4859,3578,39240,3243,26858,30,25,31,22,30
2023-02-02,14:00,4633,2640,60040,5975,29608,22,26,34,20,37
2023-02-02,16:00,3748,3499,65827,4388,25380,31,34,33,40,36
2023-02-02,18:00,3983,3174,36259,4515,23032,26,30,24,45,43
2023-02-03,8:00,3531,2810,42849,4048,22495,35,30,28,30,35
2023-02-03,10:00,3593,3670,44232,5079,24505,26,30,31,27,32
2023-02-03,12:00,4755,2892,35804,4116,29618,27,35,28,20,45
2023-02-03,14:00,3848,3141,33374,3998,27693,33,24,23,22,30
2023-02-03,16:00,4182,3645,64790,5863,28531,22,30,27,35,29
2023-02-03,18:00,4652,3696,67183,5724,29375,22,30,24,45,41
2023-02-04,8:00,4142,3571,30524,5785,26623,23,30,33,20,51
2023-02-04,10:00,4642,3463,37277,5703,28799,27,25,23,19,40
2023-02-04,12:00,4771,3430,37885,5931,26655,26,23,31,22,44
2023-02-04,14:00,4694,2546,28778,4018,24863,30,35,24,22,52
2023-02-04,16:00,3690,2629,29492,5368,24038,30,24,25,42,48
2023-02-04,18:00,3482,2851,60660,5932,22452,32,34,33,41,34
2023-02-05,8:00,4061,3780,61348,4106,22846,27,32,29,23,47
2023-02-05,10:00,4898,2557,41615,3212,28064,27,33,29,28,52
2023-02-05,12:00,3312,2605,40132,3802,24009,33,32,33,29,54
2023-02-05,14:00,3661,3529,38178,3399,29202,35,23,27,25,50
2023-02-05,16:00,3809,3655,35851,5573,28526,33,23,24,43,27
2023-02-05,18:00,4107,3711,44288,5755,27816,24,25,33,32,51
2023-02-06,8:00,4065,3570,67156,5955,27780,33,33,31,28,48
2023-02-06,10:00,4423,3782,62044,5947,26007,27,31,33,26,30
2023-02-06,12:00,5030,3561,35368,5011,26704,28,33,30,22,48
2023-02-06,14:00,3808,3496,41635,4040,25352,32,33,33,24,43
2023-02-06,16:00,3089,3485,37168,3789,29533,28,27,26,40,38
2023-02-06,18:00,4067,2570,39328,4353,23462,33,31,27,39,46
2023-02-07,8:00,4962,3266,41319,5290,0,24,23,23,27,0
2023-02-07,10:00,4880,2953,67468,5507,0,23,35,28,26,0
2023-02-07,12:00,4379,3766,60342,4236,0,34,27,34,24,0
2023-02-07,14:00,3981,3334,29447,3924,0,34,25,25,25,0
2023-02-07,16:00,3361,3796,34581,5610,0,34,27,25,31,0
2023-02-07,18:00,4223,3402,39851,5975,0,31,34,30,39,0
2023-02-08,8:00,4316,3425,34317,5790,29560,32,25,33,23,46
2023-02-08,10:00,4720,3712,44910,5522,28736,29,29,24,19,32
2023-02-08,12:00,5000,3525,66748,5801,29082,34,30,28,29,37
2023-02-08,14:00,3766,3607,60405,3726,26117,33,26,31,25,54
2023-02-08,16:00,4673,3064,42567,4865,26589,26,25,23,33,34
2023-02-08,18:00,4193,2697,42868,4338,20075,32,34,29,32,27
2023-02-09,8:00,3395,3387,37765,3659,29907,26,33,31,25,40
2023-02-09,10:00,4403,3197,40466,5752,26849,33,34,28,27,27
2023-02-09,12:00,4404,3316,38587,4131,22243,22,22,23,26,28
2023-02-09,14:00,4158,3309,60771,5950,28907,31,23,29,19,53
2023-02-09,16:00,4916,3603,65525,5824,27760,23,24,33,32,51
2023-02-09,18:00,4612,3410,44300,5566,29914,22,32,33,38,48
2023-02-10,8:00,4910,3758,36770,5748,22235,29,34,33,23,28
2023-02-10,10:00,4074,3753,39093,5674,27346,27,26,29,22,42
2023-02-10,12:00,4217,3545,41803,4737,27796,35,31,26,19,54
2023-02-10,14:00,3840,3096,28193,5749,27679,27,27,31,20,52
2023-02-10,16:00,3461,2599,62007,5964,22675,34,28,32,35,29
2023-02-10,18:00,4746,3757,61185,5581,27124,24,31,30,40,44
2023-02-11,8:00,3361,3055,39190,5531,25781,22,22,34,22,38
2023-02-11,10:00,4710,2777,37984,3674,20662,32,24,31,28,41
2023-02-11,12:00,2980,3690,37302,4277,23236,25,31,33,20,29
2023-02-11,14:00,3924,2754,35429,4681,29323,24,31,29,25,51
2023-02-11,16:00,3668,3780,30261,5566,27802,26,23,34,39,35
2023-02-11,18:00,3620,3779,63736,5919,26043,28,26,31,33,36
2023-02-12,8:00,4898,3429,66716,5601,29541,26,24,26,29,41
2023-02-12,10:00,3859,3663,36921,5619,26488,30,27,23,26,41
2023-02-12,12:00,4956,3497,32378,3902,28151,23,22,31,27,49
2023-02-12,14:00,3265,3528,35815,5656,24276,27,33,27,30,44
2023-02-12,16:00,4339,2614,41778,4181,24723,32,27,27,35,36
2023-02-12,18:00,4636,2775,40728,4527,29148,27,30,26,31,28
2023-02-13,8:00,3736,2987,69836,5922,25644,24,35,33,30,53
2023-02-13,10:00,4151,3480,62800,3758,21115,34,35,34,30,40
2023-02-13,12:00,3965,2774,36333,3421,21781,31,30,26,20,40
2023-02-13,14:00,4158,3272,33410,4756,20825,34,28,32,27,33
2023-02-13,16:00,3733,3730,33808,5657,28826,27,35,31,37,31
2023-02-13,18:00,4450,3606,34796,5847,26650,26,33,24,44,31
2023-02-14,8:00,4880,3783,38288,5658,0,24,24,25,29,0
2023-02-14,10:00,4791,3727,61325,5876,0,24,25,28,24,0
2023-02-14,12:00,4132,3610,64976,4121,0,27,26,26,20,0
2023-02-14,14:00,4821,3226,32650,4458,0,32,28,30,19,0
2023-02-14,16:00,3214,3422,32987,5909,0,31,34,30,41,0
2023-02-14,18:00,2849,3751,43200,3604,0,33,25,30,34,0
2023-02-15,8:00,4198,3491,32697,4480,29546,30,26,34,21,42
2023-02-15,10:00,3503,2525,44724,3876,23276,30,24,24,22,30
